price,area,bedrooms,bathrooms,stories,parking,mainroad_no,mainroad_yes,guestroom_no,guestroom_yes,basement_no,basement_yes,hotwaterheating_no,hotwaterheating_yes,airconditioning_no,airconditioning_yes,prefarea_no,prefarea_yes,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,price_raw
1.1748337162044775,3.2077779743876276,1.3999881982006097,1.5157464699975225,0.24408861886015595,1.5131479261300735,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,6790000
0.30558369310647726,0.9068445908059463,0.07313371184630038,-0.5541438707517823,-0.9183834284613368,1.5131479261300735,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,5229000
-0.15048022035749598,-0.09765879443400856,-1.253720774508009,-0.5541438707517823,0.24408861886015595,-0.7928895132921584,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,4410000
-0.5402784369933705,-0.7026594603268144,-1.253720774508009,-0.5541438707517823,-0.9183834284613368,-0.7928895132921584,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,3710000
-0.7156876344795141,-0.6769147511398864,-1.253720774508009,-0.5541438707517823,-0.9183834284613368,-0.7928895132921584,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,3395000
-0.2284398636846709,0.5735425522251832,-1.253720774508009,-0.5541438707517823,-0.9183834284613368,-0.7928895132921584,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,4270000
1.369732824522415,0.4080408503092181,0.07313371184630038,1.5157464699975225,0.24408861886015595,0.3601292064189575,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,7140000
-0.2284398636846709,-1.350414732547911,0.07313371184630038,-0.5541438707517823,0.24408861886015595,-0.7928895132921584,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,4270000
-0.8131371886384828,-0.3413140778102905,0.07313371184630038,-0.5541438707517823,0.24408861886015595,-0.7928895132921584,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,3220000
-1.085995940283595,-0.5114130492239213,0.07313371184630038,-0.5541438707517823,0.24408861886015595,0.3601292064189575,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,2730000
-0.5402784369933705,-0.6953038291305492,0.07313371184630038,-0.5541438707517823,-0.9183834284613368,0.3601292064189575,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,3710000
-0.657217901984133,-0.6723174816422207,0.07313371184630038,-0.5541438707517823,0.24408861886015595,-0.7928895132921584,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,3500000
-0.6961977236477204,-1.4538532962453892,0.07313371184630038,1.5157464699975225,0.24408861886015595,-0.7928895132921584,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,3430000
-1.027526207788214,-0.3505086168056219,0.07313371184630038,-0.5541438707517823,0.24408861886015595,0.3601292064189575,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,2835000
-1.2419152269379448,-0.8745973395395114,0.07313371184630038,-0.5541438707517823,0.24408861886015595,-0.7928895132921584,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,2450000
